variable,coefficient,file,species,model
biotic_suitability,16.32726496628877,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
PC1,-0.4158664733361496,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
PC2,0.29559146798197034,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
PC3,-0.8439511828451965,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
PC4,-0.15179228036063125,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
rugosity,-1.7559586368760952e-6,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-10.336872245849392,Amphiprion_allardi_Combined_iter012_model.rds,Amphiprion_allardi,Combined
PC2,1.1844788681447886,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
PC4,-2.0586203260012272,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
rugosity,0.020163507021706665,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
biotic_suitability,11.383014526405333,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
PC2,0.15940663376687686,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
PC3,-0.8130882183526804,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
PC4,-0.17090400826199162,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
rugosity,-4.442721315225753e-5,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-10.985361582681556,Amphiprion_allardi_Combined_iter013_model.rds,Amphiprion_allardi,Combined
PC2,-0.6402623374688328,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC3,-1.1711391112540301,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC4,-0.8598849562735142,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
rugosity,-6.022957583403019e-4,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
biotic_suitability,16.623131890677733,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC1,-0.5326725627732739,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC2,0.18019469395171042,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC3,-0.5238595334917916,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC4,-0.17253022739890492,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-9.645108882993288,Amphiprion_allardi_Combined_iter014_model.rds,Amphiprion_allardi,Combined
PC2,0.4039978378568898,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
PC3,0.07628054841733377,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
PC4,-1.9929238131310172,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
rugosity,0.011983137679775824,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
biotic_suitability,12.180459947950624,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
PC2,0.12314718457801187,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
PC3,-0.5826284204043513,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
PC4,-0.2108140140798657,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
rugosity,-3.541829151769073e-5,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-9.081989318948079,Amphiprion_allardi_Combined_iter015_model.rds,Amphiprion_allardi,Combined
PC2,-0.7161061674453614,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC3,-0.2753567997727726,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC4,-1.33577405733239,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
biotic_suitability,11.404804026464936,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC1,-0.15632828334627807,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC2,0.3042544615197917,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC3,-1.0680739652302103,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC4,-0.2392343510515753,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
rugosity,-2.5324305483034694e-6,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-4.504764538254894,Amphiprion_allardi_Combined_iter016_model.rds,Amphiprion_allardi,Combined
PC2,0.9168245744125469,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
PC3,-0.07394879751215372,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
PC4,-1.8379384168194468,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
rugosity,0.012234931585929676,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
biotic_suitability,17.289060354549804,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
PC2,0.10017859556718976,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
PC3,-0.7032348832304599,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
PC4,-0.16135183665407402,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
rugosity,-2.9506125264032733e-5,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-14.990682668997822,Amphiprion_allardi_Combined_iter017_model.rds,Amphiprion_allardi,Combined
PC2,-0.5172531261835288,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC3,-0.13373517310985256,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC4,-0.9634368708218775,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
biotic_suitability,11.38420591952149,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC1,-0.516152117397553,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC2,0.18803993770521055,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC3,-0.6908042911550254,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC4,-0.13712875021460913,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
rugosity,1.6075354539781154e-7,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-5.409675293008135,Amphiprion_allardi_Combined_iter018_model.rds,Amphiprion_allardi,Combined
PC1,-0.13807026186597257,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC2,1.0407583414660728,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC3,0.04074662808839208,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC4,-2.0273274217025614,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
rugosity,0.01911227665062134,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
biotic_suitability,11.229525782669773,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC2,0.17224491364607702,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC3,-1.0406167603146483,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC4,-0.18765181972503295,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
rugosity,-4.2649097863893595e-5,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-10.910941720870674,Amphiprion_allardi_Combined_iter019_model.rds,Amphiprion_allardi,Combined
PC1,-0.04202708456267643,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC2,-0.5690976382774496,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC4,-1.0870036812360697,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
biotic_suitability,15.131126476283873,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC1,-0.4698223571912359,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC2,0.1027707275666733,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC3,-0.9550677738893224,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC4,-0.20801551360770182,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
rugosity,1.3970269283068112e-7,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-7.044570402778284,Amphiprion_allardi_Combined_iter020_model.rds,Amphiprion_allardi,Combined
PC2,0.6386254417836769,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
PC3,-0.020902261591061806,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
PC4,-1.5508247057249214,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
rugosity,0.01032953612774424,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
biotic_suitability,13.450768470695529,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
PC2,0.14081225210991644,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
PC3,-0.6496450054539261,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
PC4,-0.1360636997312664,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
rugosity,-3.2149405536000295e-5,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-9.62672226157703,Amphiprion_allardi_Combined_iter021_model.rds,Amphiprion_allardi,Combined
PC1,-0.1129707698467477,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC2,-0.6753188965704978,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC3,-0.08281068842965597,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC4,-1.0092542890505705,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
biotic_suitability,12.806871228651874,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC1,-0.17339803611207377,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC2,0.1241504271491958,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC3,-1.1541787287392427,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC4,-0.1676502152321447,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
rugosity,-3.1767315122264203e-6,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-4.447338340495023,Amphiprion_allardi_Combined_iter022_model.rds,Amphiprion_allardi,Combined
PC1,-0.16950498451476056,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC2,0.6294410577246359,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC3,9.759576546021587e-4,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC4,-1.969898985974577,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
rugosity,0.02049360586529474,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
biotic_suitability,15.01654144125658,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC2,0.13365702179005248,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC3,-0.9035110007722722,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC4,-0.22040694711149025,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
rugosity,-4.501702521658262e-5,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-13.883999985948371,Amphiprion_allardi_Combined_iter023_model.rds,Amphiprion_allardi,Combined
PC1,0.07293100428960275,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC2,-0.5229918220656463,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC3,-0.5650467474160246,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC4,-1.3593940661298065,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
rugosity,0.0018271457120738043,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
biotic_suitability,12.660173708606449,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC1,-0.32239804271166606,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC2,0.3937392680353485,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC3,-1.0759481878025547,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC4,-0.21621051331403868,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
rugosity,-1.3384977342482016e-6,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-6.255864054261284,Amphiprion_allardi_Combined_iter024_model.rds,Amphiprion_allardi,Combined
PC1,-0.14777425327438753,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
PC2,0.6219843482808586,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
PC4,-1.5463116072710696,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
rugosity,0.012321300376023747,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
biotic_suitability,12.779054958589434,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
PC2,0.14402068230048998,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
PC3,-0.6243233594120177,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
PC4,-0.14240765342952516,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
rugosity,-3.1059470393803826e-5,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-9.755201462396695,Amphiprion_allardi_Combined_iter025_model.rds,Amphiprion_allardi,Combined
PC2,-0.4241156418941659,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC3,-0.816648413279761,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC4,-0.47856000277235267,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
rugosity,0.0010355437384503266,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
biotic_suitability,16.916065870916007,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC1,-0.3418157309354843,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC2,0.16246117946729155,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC3,-0.1689380979803157,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC4,-0.0748091422155621,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
rugosity,-3.5286470054900313e-7,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-9.71103600822129,Amphiprion_allardi_Combined_iter026_model.rds,Amphiprion_allardi,Combined
PC1,-0.0013800112203135504,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC2,0.74255788946647,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC3,0.17542111681005337,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC4,-1.8575895623139564,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
rugosity,0.007024873661355334,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
biotic_suitability,11.595475532476566,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC2,0.1044299933513222,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC3,-0.6951025236638018,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC4,-0.15887275222855535,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
rugosity,-2.502872912359445e-5,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-8.52982102588468,Amphiprion_allardi_Combined_iter027_model.rds,Amphiprion_allardi,Combined
PC1,-0.19661312449850693,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC2,-0.4796848407630983,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC3,-0.45201355517560365,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC4,-0.9948132346246874,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
rugosity,7.160642969388041e-4,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
biotic_suitability,19.3588276080859,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC1,-0.2301108182712376,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC2,0.08251832816116762,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC3,-0.5860870432803716,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC4,-0.15704861393218542,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
rugosity,-4.6312618984626854e-7,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-12.2463226776708,Amphiprion_allardi_Combined_iter028_model.rds,Amphiprion_allardi,Combined
PC2,0.7873698367473995,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
PC3,-0.030724516984251226,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
PC4,-1.861942077395582,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
rugosity,0.016959883189781495,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
biotic_suitability,11.481354307923604,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
PC3,-0.6317374474085616,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
PC4,-0.18213534808286586,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
rugosity,-4.238561743279726e-5,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-9.832786369521482,Amphiprion_allardi_Combined_iter029_model.rds,Amphiprion_allardi,Combined
PC1,-0.23002834010500164,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC2,-0.347497157154666,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC3,-0.5208894295275417,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC4,-0.8334505543617814,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
rugosity,0.004304353032959202,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
biotic_suitability,16.511678164813414,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC1,-0.4549434039874079,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC2,0.3097403276749798,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC3,-0.5447001236829395,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC4,-0.07921113553744918,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
rugosity,-2.7750499415676666e-6,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-10.991828361005565,Amphiprion_allardi_Combined_iter030_model.rds,Amphiprion_allardi,Combined
PC1,0.02223910737789704,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC2,0.6943915633385013,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC3,0.10954880496966353,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC4,-1.9653786814046272,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
rugosity,0.013285658008756586,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
biotic_suitability,10.781237148437887,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC2,0.1475590965634108,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC3,-0.7440397929220206,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC4,-0.18974094983299533,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
rugosity,-3.2868497529198454e-5,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-8.432311495115627,Amphiprion_allardi_Combined_iter031_model.rds,Amphiprion_allardi,Combined
PC1,-0.21681346057650902,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC2,-0.4186565184941131,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC3,-1.0507652834217174,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC4,-0.5598677597659839,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
rugosity,0.005827825571814966,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
biotic_suitability,18.147647358680196,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC1,-0.4518369201970455,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC2,0.3042940909681815,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC3,-0.5681984718042571,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC4,-0.06669306552141159,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
rugosity,-8.7834973877625708e-06,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-11.602351236641484,Amphiprion_allardi_Combined_iter032_model.rds,Amphiprion_allardi,Combined
PC1,-0.028521587056245894,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC2,0.6144752049209317,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC3,0.020457867367254644,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC4,-1.8730656052660204,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
rugosity,0.01436191915031901,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
biotic_suitability,14.187790358040433,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC2,0.1366481587900611,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC3,-0.8027332217282506,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC4,-0.1993147650122738,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
rugosity,-3.259273137154899e-5,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-11.90603082393631,Amphiprion_allardi_Combined_iter033_model.rds,Amphiprion_allardi,Combined
PC1,-0.3578684578751327,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC2,-0.8885220273042675,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC3,-0.5805005861586582,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC4,-1.2900895821109128,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
biotic_suitability,13.712369683078004,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC1,-0.03456995141602673,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC2,0.05058101677199489,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC3,-0.6792274066246419,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC4,-0.3148203554368962,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
rugosity,-5.974618367479423e-7,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-5.875257712969294,Amphiprion_allardi_Combined_iter034_model.rds,Amphiprion_allardi,Combined
PC2,0.6494362286330079,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
PC3,0.033331283263590764,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
PC4,-1.6895147583311876,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
rugosity,0.007577978456000106,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
biotic_suitability,15.032911032812855,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
PC2,0.12609756021869312,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
PC3,-0.7893231433946125,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
PC4,-0.1480437330170048,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
rugosity,-2.752362553482303e-5,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
biotic_suitability,-11.484111335386547,Amphiprion_allardi_Combined_iter035_model.rds,Amphiprion_allardi,Combined
PC2,-0.4484769506356191,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
PC3,-0.7151787293241919,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
PC4,-0.8511708198137797,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
rugosity,0.003178222170584197,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
biotic_suitability,14.266369084808863,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
PC1,-0.4294191003654316,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
PC2,0.25170944297693126,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
PC3,-0.2237912661245685,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
PC4,-0.10584846075982522,Amphiprion_allardi_Combined_iter036_model.rds,Amphiprion_allardi,Combined
